date_time,c31,c31bad,c11,c11bad,c43,c43bad,c13,c13bad,c41,c41bad,c33,c33bad,c23,c23bad,c21,c21bad
2020-09-08 22:00:00,707,4.1,111,13.51,768,5.86,102,16.67,399,5.51,8,25,242,1.24,209,6.22
2020-09-08 23:00:00,444,6.08,105,8.57,454,4.63,90,12.22,313,7.99,8,12.5,156,0.64,158,1.9
2020-09-09 00:00:00,327,9.17,89,12.36,342,3.8,64,15.62,198,2.53,2,0,106,0.94,94,4.26
2020-09-09 01:00:00,176,5.11,70,12.86,167,6.59,40,10,99,2.02,3,0,58,5.17,54,1.85
2020-09-09 02:00:00,112,3.57,38,10.53,106,3.77,16,25,69,4.35, NULL, NULL,37,0,46,10.87
2020-09-09 03:00:00,65,9.23,22,13.64,77,7.79,8,0,51,7.84, NULL, NULL,29,0,44,2.27
2020-09-09 04:00:00,114,14.91,27,14.81,93,6.45,8,25,75,8, NULL, NULL,29,10.34,40,2.5
2020-09-09 05:00:00,131,9.92,42,9.52,139,10.07,30,6.67,153,6.54,29,3.45,76,2.63,72,6.94
2020-09-09 06:00:00,542,3.69,880,3.75,469,5.97,202,7.92,946,3.28,1629,1.17,286,0.35,175,3.43
2020-09-09 07:00:00,1206,3.65,1437,3.97,971,5.36,629,2.7,1654,3.39,2879,0.97,557,0.36,470,3.19
2020-09-09 08:00:00,1499,3.8,1200,3.92,378,9.26,780,2.82,1616,2.41,2568,0.97,572,0.52,455,3.52
2020-09-09 09:00:00,1557,4.5,970,3.51,177,15.82,874,2.63,1488,3.9,2073,1.4,563,0.18,395,3.54
2020-09-09 10:00:00,1685,5.16,967,4.24,572,7.52,1030,2.43,1384,3.97,1909,1.1,544,0.74,345,5.22
2020-09-09 11:00:00,1659,6.03,983,4.07,890,6.4,830,4.58,1300,4.08,1907,0.73,474,1.69,331,7.85
2020-09-09 12:00:00,1953,6.35,974,4.52,1212,4.21,286,12.24,1318,3.41,1857,1.35,528,1.14,224,5.36
2020-09-09 13:00:00,1782,4.04,967,3.62,1287,5.83,115,24.35,1302,3.15,1864,1.88,522,1.92,181,6.63
2020-09-09 14:00:00,1772,4.91,925,3.57,1137,8.8,42,21.43,1250,3.84,1776,1.8,425,0.71,192,4.17
2020-09-09 15:00:00,2021,3.81,866,4.97,1178,3.31,223,10.31,1346,4.46,1703,1.64,145,2.07,168,4.17
2020-09-09 16:00:00,2376,3.37,831,6.26,1541,3.24,573,10.99,1327,4.37,1593,2.13,169,3.55,133,6.02
2020-09-09 17:00:00,2626,4.49,789,5.96,1718,4.37,815,8.59,1394,3.87,1597,3.51,237,4.22,172,6.98
2020-09-09 18:00:00,2798,3.86,737,5.29,1736,4.15,1179,6.79,1424,3.23,1512,1.79,472,0.85,191,8.9
2020-09-09 19:00:00,2227,4.45,652,6.44,1406,5.05,449,13.81,1149,5.05,1243,2.01,480,1.67,345,6.38
2020-09-09 20:00:00,1382,5.07,129,14.73,1206,5.72,254,14.17,788,5.96,57,14.04,487,1.44,359,4.74
2020-09-09 21:00:00,1081,4.9,131,13.74,982,6.72,161,14.29,562,6.58,32,15.62,363,1.38,259,4.63
2020-09-09 22:00:00,790,5.19,138,11.59,769,6.11,100,14,466,4.72,22,22.73,241,0.41,178,1.12
2020-09-09 23:00:00,482,5.6,124,11.29,455,5.71,77,9.09,300,4.33,6,0,175,0,141,4.26
2020-09-10 00:00:00,371,8.09,105,10.48,293,4.44,53,7.55,174,8.05,2,0,98,2.04,83,2.41
2020-09-10 01:00:00,210,7.14,56,16.07,168,3.57,38,15.79,102,3.92,1,100,64,0,50,2
2020-09-10 02:00:00,133,6.02,33,12.12,102,4.9,22,9.09,78,3.85,2,0,40,0,31,9.68
2020-09-10 03:00:00,106,10.38,29,10.34,89,0,8,25,65,0, NULL, NULL,29,0,37,10.81
2020-09-10 04:00:00,76,7.89,28,14.29,88,1.14,8,12.5,79,5.06, NULL, NULL,34,5.88,45,6.67
2020-09-10 05:00:00,129,5.43,28,10.71,170,5.29,20,15,167,5.99,5,0,77,1.3,66,9.09
2020-09-10 06:00:00,507,5.13,837,3.82,523,6.5,131,6.11,924,4,1559,1.48,256,1.17,197,4.06
2020-09-10 07:00:00,1216,2.96,1321,5.15,1304,5.52,578,4.84,1707,3.22,2750,1.13,527,1.9,462,1.73
2020-09-10 08:00:00,1548,4.39,1110,4.41,1514,5.22,725,3.45,1632,3.31,2495,1.36,552,1.63,470,3.83
2020-09-10 09:00:00,1460,4.18,1013,4.05,1240,6.77,840,3.57,1407,2.91,1998,1.2,530,0.57,416,0.96
2020-09-10 10:00:00,1690,3.49,975,2.46,1352,7.47,1043,1.82,1413,4.53,2000,1.55,507,0.79,438,1.83
2020-09-10 11:00:00,1760,4.26,986,4.06,1335,4.49,1134,2.65,1360,4.71,1893,1.11,522,0.57,411,6.33
2020-09-10 12:00:00,1879,4.58,951,4.42,1330,5.86,1143,3.94,1371,4.08,1827,1.37,561,1.25,363,5.79
2020-09-10 13:00:00,1879,3.67,1020,4.8,1439,4.79,875,4.8,1408,2.91,1938,1.03,562,0.89,392,6.63
2020-09-10 14:00:00,1917,4.07,954,5.87,1458,4.39,843,7.71,1321,5.15,1870,1.5,492,1.02,341,8.21
2020-09-10 15:00:00,2133,3.66,871,4.36,1544,4.6,1212,4.13,1336,3.22,1683,1.37,518,0.77,376,5.59
2020-09-10 16:00:00,2397,3.88,811,4.07,1656,3.68,1382,4.12,1382,3.98,1645,1.52,534,0.75,340,6.47
2020-09-10 17:00:00,2705,3.29,827,3.99,1880,3.24,1401,3.43,1502,4.13,1649,2,571,1.58,408,5.64
2020-09-10 18:00:00,2659,2.33,785,6.24,1965,4.63,1237,6.14,1488,3.97,1540,1.62,547,0.55,426,3.52
2020-09-10 19:00:00,2045,4.01,562,6.94,1665,4.68,298,17.79,1079,6.12,1071,3.08,470,1.06,408,3.19
2020-09-10 20:00:00,1236,5.18,168,13.69,1279,6.25,253,12.25,757,7.53,41,19.51,446,1.12,373,3.75
2020-09-10 21:00:00,976,5.23,162,12.35,1062,4.9,174,10.34,621,4.03,20,15,378,1.06,278,5.4
2020-09-10 22:00:00,685,6.72,133,11.28,761,5.91,97,11.34,448,8.48,8,37.5,247,0.81,243,3.7
2020-09-10 23:00:00,488,4.92,108,19.44,499,5.81,92,17.39,338,5.62,5,0,191,1.05,176,5.11
2020-09-11 00:00:00,383,7.31,104,11.54,340,5.29,78,10.26,180,6.67,3,33.33,101,0,109,5.5
2020-09-11 01:00:00,219,7.76,68,19.12,230,8.7,46,13.04,107,0.93,1,100,63,0,67,11.94
2020-09-11 02:00:00,132,8.33,62,9.68,102,4.9,28,10.71,79,1.27,2,0,39,0,43,2.33
2020-09-11 03:00:00,79,11.39,32,9.38,83,9.64,21,9.52,66,9.09, NULL, NULL,36,2.78,41,4.88
2020-09-11 04:00:00,79,11.39,36,13.89,109,10.09,26,11.54,64,4.69, NULL, NULL,30,0,70,10
2020-09-11 05:00:00,153,10.46,66,10.61,135,1.48,26,11.54,187,5.35,3,0,61,3.28,76,3.95
2020-09-11 06:00:00,540,4.81,902,4.32,492,5.69,219,7.31,948,4.11,1470,1.22,260,1.15,213,2.82
2020-09-11 07:00:00,1188,3.28,1449,2.97,1127,4.7,693,2.31,1743,3.73,2830,1.31,550,0.55,502,3.19
2020-09-11 08:00:00,1540,3.25,1157,4.06,889,5.62,801,3.25,1681,3.81,2471,1.05,596,1.01,478,3.35
2020-09-11 09:00:00,1580,3.29,959,3.23,887,6.99,931,2.79,1554,3.67,2061,1.26,576,0.52,463,4.1
2020-09-11 10:00:00,1620,4.38,968,4.34,1039,5.68,1019,2.16,1503,4.13,2015,1.64,530,1.32,477,3.77
2020-09-11 11:00:00,1703,5.28,1015,4.33,1307,5.36,1089,3.49,1453,4.34,2014,1.14,515,0.78,407,6.14
2020-09-11 12:00:00,1980,4.44,969,3.72,1568,5.68,999,3.6,1476,3.66,1990,1.31,530,1.13,394,4.06
2020-09-11 13:00:00,1695,4.66,785,4.46,1224,5.39,391,9.72,1266,4.34,1652,1.21,464,2.37,276,6.16
2020-09-11 14:00:00,2053,3.07,1004,3.98,1519,6.32,759,5.4,1501,3.33,1914,1.36,563,2.66,302,10.26
2020-09-11 15:00:00,2174,3.96,913,4.05,1584,4.23,623,9.63,1426,3.58,1792,1.45,243,1.65,267,9.74
2020-09-11 16:00:00,2441,2.42,846,4.49,1785,3.31,1186,5.56,1531,5.16,1702,1.82,414,0.97,286,7.34
2020-09-11 17:00:00,2533,3.32,731,4.51,1833,4.31,1136,5.9,1559,4.49,1488,2.02,611,1.31,351,3.42
2020-09-11 18:00:00,2290,3.1,711,5.06,1548,6.85,592,11.32,1483,3.98,1414,1.7,545,0.55,376,6.91
2020-09-11 19:00:00,1633,4.29,309,10.68,1244,6.11,161,14.29,1065,4.41,542,5.54,523,1.15,370,3.78
2020-09-11 20:00:00,1263,5.07,70,21.43,1302,5.45,318,9.43,644,8.39,25,28,463,0.86,378,7.67
2020-09-11 21:00:00,803,5.6,50,24,1009,5.15,168,13.1,448,8.93,8,12.5,331,0.6,283,4.59
2020-09-11 22:00:00,730,5.75,57,12.28,846,4.26,95,9.47,413,7.99,5,20,275,1.45,214,6.07
2020-09-11 23:00:00,482,6.85,66,6.06,561,4.99,94,13.83,328,5.18,1,0,189,3.17,198,6.06
2020-09-12 00:00:00,455,7.25,119,13.45,450,4.22,90,16.67,270,5.56, NULL, NULL,121,1.65,160,6.88
2020-09-12 01:00:00,344,8.14,140,16.43,327,6.42,59,15.25,235,4.68,1,0,89,0,159,11.32
2020-09-12 02:00:00,295,7.12,88,11.36,227,4.41,41,14.63,155,5.16, NULL, NULL,75,1.33,77,10.39
2020-09-12 03:00:00,239,5.86,85,12.94,179,6.7,38,5.26,123,4.07, NULL, NULL,60,0,79,6.33
2020-09-12 04:00:00,181,11.6,73,16.44,173,4.62,20,20,129,5.43, NULL, NULL,67,1.49,76,2.63
2020-09-12 05:00:00,183,4.92,42,19.05,171,6.43,24,8.33,145,1.38, NULL, NULL,67,0,79,5.06
2020-09-12 06:00:00,357,5.04,266,6.39,255,9.41,106,13.21,371,4.58,480,2.08,123,0.81,97,4.12
2020-09-12 07:00:00,703,4.69,661,3.93,547,4.75,412,5.1,682,2.64,1043,1.05,225,0.44,230,3.48
2020-09-12 08:00:00,968,5.27,807,4.58,397,8.56,595,2.35,813,5.17,1245,1.12,333,0.6,249,2.01
2020-09-12 09:00:00,1313,4.11,946,2.96,338,8.58,832,3.97,1124,3.56,1585,1.2,424,0.47,336,4.17
2020-09-12 10:00:00,1614,5.08,1032,3.78,908,6.06,1043,2.97,1180,3.31,1734,0.58,466,1.07,390,3.08
2020-09-12 11:00:00,1810,3.98,996,3.41,1372,4.23,1178,3.23,1285,3.5,1796,1.56,421,1.19,426,2.82
2020-09-12 12:00:00,1930,2.49,1050,4.48,1626,4,1214,3.21,1373,4.22,1838,1.8,548,0.55,455,3.52
2020-09-12 13:00:00,2007,3.64,1080,3.8,1620,4.69,1270,2.6,1346,4.01,1892,1.59,503,0.6,472,2.33
2020-09-12 14:00:00,1985,3.98,1025,4.39,1571,4.39,1122,3.65,1312,3.66,1736,1.73,513,0.39,408,3.92
2020-09-12 15:00:00,1927,4.15,1007,4.57,1539,3.83,1294,2.63,1296,5.09,1632,1.29,508,0.59,380,2.11
2020-09-12 16:00:00,1978,3.59,986,3.96,1495,4.35,1227,2.69,1251,4.96,1647,1.7,486,0.82,400,3.25
2020-09-12 17:00:00,1766,3.68,995,4.52,1421,6.05,1097,4.1,1207,4.14,1582,1.07,442,1.13,403,1.24
2020-09-12 18:00:00,1746,3.32,929,4.41,1353,4.58,955,5.55,1142,4.12,1446,1.11,447,0.89,349,1.15
2020-09-12 19:00:00,1326,4.6,590,8.14,1101,5.18,249,10.84,910,5.38,851,3.53,388,0.77,366,4.37
2020-09-12 20:00:00,977,4.81,109,17.43,999,6.61,166,12.05,683,5.42,13,30.77,401,1,341,3.81
2020-09-12 21:00:00,828,4.35,132,12.88,907,6.95,127,12.6,576,5.03,8,25,346,2.89,267,5.99
2020-09-12 22:00:00,659,6.83,120,9.17,661,5.45,91,12.09,404,5.2,7,14.29,219,1.37,259,5.02
2020-09-12 23:00:00,488,6.56,114,14.91,521,3.07,92,10.87,325,5.23,5,40,170,0.59,174,5.75
2020-09-13 00:00:00,392,5.87,162,12.35,394,4.31,89,10.11,247,4.05,1,0,140,2.14,155,8.39
2020-09-13 01:00:00,355,7.89,110,10.91,286,9.09,58,10.34,199,8.04, NULL, NULL,105,3.81,104,6.73
2020-09-13 02:00:00,275,6.91,97,11.34,200,4,48,18.75,134,10.45, NULL, NULL,79,0,89,12.36
2020-09-13 03:00:00,189,6.88,46,13.04,157,6.37,30,0,124,2.42, NULL, NULL,58,0,65,6.15
2020-09-13 04:00:00,192,10.42,38,13.16,160,10,25,16,128,4.69, NULL, NULL,54,3.7,58,8.62
2020-09-13 05:00:00,193,7.25,23,21.74,187,6.95,30,10,141,9.22, NULL, NULL,48,12.5,86,11.63
2020-09-13 06:00:00,352,6.82,179,8.94,234,4.7,33,6.06,255,5.88,238,2.94,119,2.52,94,6.38
2020-09-13 07:00:00,502,3.59,413,3.87,443,7,265,4.53,488,4.3,655,1.22,182,0.55,139,1.44
2020-09-13 08:00:00,746,4.56,543,3.68,511,7.05,477,2.73,588,2.72,785,1.15,231,0.87,178,2.25
2020-09-13 09:00:00,955,3.25,674,3.71,763,4.85,642,2.02,756,2.91,1021,1.47,262,0.38,246,2.03
2020-09-13 10:00:00,1237,3.8,755,4.64,970,4.23,843,1.66,932,3.54,1209,0.91,323,0,286,1.4
2020-09-13 11:00:00,1441,2.98,899,3.45,1236,4.61,1012,1.98,1077,2.69,1397,1.36,417,1.2,327,2.45
2020-09-13 12:00:00,1618,3.52,862,3.48,1296,2.62,1087,2.48,1059,3.87,1358,1.62,421,1.43,346,2.6
2020-09-13 13:00:00,1584,2.9,1014,4.73,1341,3.13,1007,1.99,1148,4.44,1534,1.17,491,0.41,384,2.86
2020-09-13 14:00:00,1572,3.82,966,3.11,1263,5.38,764,4.58,1223,4.33,1575,1.14,426,0.94,376,3.19
2020-09-13 15:00:00,1656,4.53,927,3.99,1003,6.28,882,4.76,1188,4.12,1582,1.14,249,1.2,353,3.97
2020-09-13 16:00:00,1696,3.42,957,3.13,1205,3.57,1030,4.37,1306,3.83,1603,1.56,390,1.03,378,2.65
2020-09-13 17:00:00,1673,6.16,1029,6.03,1409,3.9,1135,3.61,1151,3.48,1617,2.91,424,0.47,394,5.08
2020-09-13 18:00:00,1788,4.14,921,6.19,1329,3.24,1170,4.19,1208,4.14,1558,1.41,442,0.23,398,5.53
2020-09-13 19:00:00,1505,5.85,685,5.99,1309,3.74,308,14.61,1014,5.52,917,1.96,430,1.16,433,4.39
2020-09-13 20:00:00,876,7.08,127,13.39,1030,5.83,182,15.93,779,6.93,9,11.11,437,0.23,440,5
2020-09-13 21:00:00,709,3.24,134,15.67,833,5.16,137,13.14,713,5.89,4,25,333,0.9,354,5.08
2020-09-13 22:00:00,603,4.31,127,11.02,621,5.96,90,17.78,401,3.49, NULL, NULL,240,1.67,293,6.14
2020-09-13 23:00:00,370,6.22,95,11.58,365,6.3,91,13.19,260,6.54,1,0,126,0.79,218,7.8
2020-09-14 00:00:00,249,7.63,111,4.5,244,4.51,60,16.67,172,3.49, NULL, NULL,101,2.97,114,2.63
2020-09-14 01:00:00,156,5.77,63,6.35,140,5,32,12.5,122,10.66,1,100,57,0,76,5.26
2020-09-14 02:00:00,91,6.59,46,8.7,72,6.94,10,20,67,1.49, NULL, NULL,43,2.33,58,0
2020-09-14 03:00:00,85,3.53,42,4.76,71,7.04,11,18.18,59,1.69, NULL, NULL,24,0,38,5.26
2020-09-14 04:00:00,89,4.49,53,13.21,68,2.94,12,25,66,3.03, NULL, NULL,30,0,33,6.06
2020-09-14 05:00:00,110,11.82,53,7.55,121,7.44,15,13.33,189,5.82,1,0,64,1.56,81,7.41
2020-09-14 06:00:00,478,5.65,822,4.62,390,6.15,112,8.93,932,3.65,1223,2.29,247,0,207,4.35
2020-09-14 07:00:00,1200,3.58,1397,3.01,1076,4.46,611,4.26,1726,2.49,2778,1.01,543,0.74,529,5.48
2020-09-14 08:00:00,1520,3.68,1199,4,1051,5.33,790,2.78,1728,3.76,2543,0.98,598,0.5,517,3.48
2020-09-14 09:00:00,1517,3.69,995,3.82,473,7.19,865,2.89,1604,3.55,2097,1.1,595,0.84,473,2.96
2020-09-14 10:00:00,1675,4.6,887,4.85,1022,6.36,994,1.91,1480,4.26,1833,0.71,551,0.91,442,3.17
2020-09-14 11:00:00,1436,5.29,956,4.08,1174,5.54,863,5.1,1441,4.86,1813,1.49,531,1.88,437,7.55
2020-09-14 12:00:00,1713,5.31,884,4.19,1352,4.73,574,8.54,1427,4.84,1735,1.21,533,0.19,437,5.26
2020-09-14 13:00:00,1915,4.54,941,2.98,1401,5.5,884,5.88,1404,4.34,1901,1.05,518,0.39,393,4.83
2020-09-14 14:00:00,1976,3.8,937,4.27,1607,5.72,1136,2.99,1433,3.7,1911,1.47,527,0.95,379,5.01
2020-09-14 15:00:00,2093,3.01,833,2.52,1625,3.57,1331,2.7,1324,4.46,1714,1.87,488,0.82,422,2.61
2020-09-14 16:00:00,2449,3.1,811,6.54,1864,3,1456,2.61,1324,4.31,1581,1.64,553,0.72,424,3.77
2020-09-14 17:00:00,2646,3.17,770,5.45,2051,3.36,1451,4.2,1542,3.63,1564,1.85,591,1.02,428,2.8
2020-09-14 18:00:00,2223,3.33,647,3.86,1703,5.93,878,7.06,1364,4.25,1269,1.89,513,0.97,378,3.97
2020-09-14 19:00:00,1799,4.11,388,7.73,1220,8.11,269,14.5,1103,4.81,645,5.12,475,1.05,405,4.44
2020-09-14 20:00:00,1199,4.92,108,12.04,1205,5.73,213,17.84,718,6.41,33,21.21,414,1.45,359,4.46
2020-09-14 21:00:00,953,4.72,141,14.89,926,5.4,154,12.34,586,6.31,20,15,328,1.83,307,5.54
2020-09-14 22:00:00,667,6,146,17.12,710,5.49,88,13.64,392,5.36,8,25,212,0.47,188,5.32
2020-09-14 23:00:00,497,7.44,110,14.55,440,3.64,74,6.76,230,5.65,6,16.67,151,1.32,154,6.49
2020-09-15 00:00:00,345,8.99,103,8.74,302,5.3,49,12.24,185,3.78,2,0,95,3.16,80,5
2020-09-15 01:00:00,197,8.63,78,10.26,165,6.06,49,6.12,99,6.06, NULL, NULL,66,1.52,73,9.59
2020-09-15 02:00:00,110,10,61,11.48,72,2.78,20,30,59,3.39, NULL, NULL,24,0,42,9.52
2020-09-15 03:00:00,84,15.48,48,10.42,86,8.14,11,18.18,63,3.17, NULL, NULL,41,7.32,46,8.7
2020-09-15 04:00:00,79,3.8,30,16.67,74,4.05,7,14.29,73,6.85, NULL, NULL,17,11.76,41,12.2
2020-09-15 05:00:00,120,7.5,47,14.89,153,5.88,24,12.5,151,2.65,1,100,55,0,66,12.12
2020-09-15 06:00:00,355,4.51,256,9.77,408,5.88,53,9.43,563,5.86,414,2.9,261,1.15,197,10.66
2020-09-15 07:00:00,883,3.62,986,5.27,995,5.63,308,9.09,1393,4.88,2227,1.89,474,0.84,365,3.29
2020-09-15 08:00:00,1395,3.08,1034,4.74,1388,3.17,683,4.69,1758,4.49,2500,1,548,0.36,482,3.53
2020-09-15 09:00:00,1468,4.16,966,4.76,1395,5.02,848,3.54,1588,3.34,2132,1.08,546,0.92,441,2.04
2020-09-15 10:00:00,1542,3.44,917,4.69,1402,4.85,931,4.08,1452,4.48,1990,1.11,470,0.85,462,1.95
2020-09-15 11:00:00,1674,3.94,957,5.33,1521,5.19,1154,2.08,1391,4.67,1862,1.5,501,1.4,454,3.52
2020-09-15 12:00:00,1827,2.96,1000,4.9,1556,4.63,1185,4.39,1443,4.23,1828,0.82,556,1.26,468,2.35
2020-09-15 13:00:00,1873,3.2,980,4.69,1496,3.94,1186,2.87,1422,3.66,1869,1.23,533,2.44,480,2.5
2020-09-15 14:00:00,2021,3.27,954,4.72,1607,4.36,1229,1.46,1528,3.86,1908,1.31,524,0.19,453,3.75
2020-09-15 15:00:00,2049,3.27,845,5.09,1604,4.99,1314,3.35,1384,3.54,1764,1.02,524,0.95,438,1.6
2020-09-15 16:00:00,2464,3.94,768,6.12,1702,3.76,1382,2.53,1504,4.45,1700,1.82,548,0.55,467,3
2020-09-15 17:00:00,2304,3.08,671,7.15,1876,3.84,1006,4.08,1382,3.98,1512,1.65,526,1.52,439,3.42
2020-09-15 18:00:00,516,5.62,106,13.21,504,5.95,102,11.76,277,7.58,291,2.75,134,0,119,3.36
2020-09-15 19:00:00,1138,6.15, NULL, NULL,1505,5.65,292,9.93,480,9.17,1,0,495,1.01,330,6.97
2020-09-15 20:00:00,936,7.59, NULL, NULL,1485,5.52,227,13.66,371,10.51, NULL, NULL,471,1.27,203,8.37
2020-09-15 21:00:00,697,7.03, NULL, NULL,1123,6.86,233,12.45,245,11.43, NULL, NULL,387,1.55,137,4.38
2020-09-15 22:00:00,616,7.95, NULL, NULL,750,4.27,107,16.82,57,14.04, NULL, NULL,252,1.59,149,9.4
2020-09-15 23:00:00,413,7.51, NULL, NULL,473,6.13,90,11.11,59,6.78, NULL, NULL,153,4.58,148,5.41
2020-09-16 00:00:00,359,9.19,6,33.33,306,5.88,61,4.92,119,7.56, NULL, NULL,94,4.26,97,4.12
2020-09-16 01:00:00,212,5.19,3,0,177,7.34,39,15.38,76,5.26, NULL, NULL,77,2.6,70,2.86
2020-09-16 02:00:00,131,12.21,2,0,101,3.96,18,5.56,87,6.9, NULL, NULL,43,4.65,38,5.26
2020-09-16 03:00:00,122,10.66, NULL, NULL,115,7.83,18,22.22,43,2.33, NULL, NULL,40,10,48,12.5
2020-09-16 04:00:00,77,9.09,1,0,82,4.88,9,11.11,22,13.64, NULL, NULL,30,6.67,40,10
2020-09-16 05:00:00,150,6,2,50,161,8.7,20,15,2,0, NULL, NULL,58,1.72,56,5.36
2020-09-16 06:00:00,344,5.23,1,100,437,7.55,77,9.09,2,0, NULL, NULL,139,3.6,103,6.8
2020-09-16 07:00:00,885,6.67,187,13.37,999,6.41,167,14.37,38,15.79, NULL, NULL,113,0.88,124,10.48
2020-09-16 08:00:00,1443,3.88,909,9.68,1329,3.84,459,8.93,667,9,286,1.4,473,0.63,475,4.21
2020-09-16 09:00:00,1412,2.76,996,7.13,1353,5.47,690,7.25,876,7.99, NULL, NULL,559,0.89,412,3.88
2020-09-16 10:00:00,1540,3.44,996,6.22,1332,4.58,893,4.14,908,6.83, NULL, NULL,522,0.38,392,5.1
2020-09-16 11:00:00,1680,3.69,950,6.74,1454,4.61,982,3.67,1181,5.42,1,0,507,0.79,401,7.48
2020-09-16 12:00:00,1866,3.48,758,7.12,1461,3.76,1056,5.02,1101,4, NULL, NULL,534,0.75,372,7.53
2020-09-16 13:00:00,1890,3.97,713,9.68,1530,5.29,1084,4.43,1063,5.55,6,0,528,0.76,357,5.88
2020-09-16 14:00:00,1897,2.95,977,6.96,1553,3.8,1110,3.42,1361,4.48,1611,1.68,551,1.09,445,5.17
2020-09-16 15:00:00,2023,3.26,804,7.09,1557,4.56,1115,4.66,1340,4.18,1489,2.28,530,0.94,452,4.87
2020-09-16 16:00:00,2526,3.25,887,6.54,1712,3.1,1370,3.8,1414,5.02,1588,1.57,548,1.09,456,3.29
2020-09-16 17:00:00,2576,3.11,933,6.75,1869,3.53,1074,5.21,1479,4.67,1529,1.83,604,0.66,455,2.64
2020-09-16 18:00:00,1677,4.23,254,11.42,1456,5.22,322,11.49,874,8.12,592,2.53,460,1.3,330,8.18
2020-09-16 19:00:00,1070,6.73,1,0,1513,4.96,378,10.85,419,6.44,14,21.43,495,1.41,94,10.64
2020-09-16 20:00:00,924,7.03,2,50,1212,8,461,12.8,83,12.05,3,33.33,383,1.04,35,0
2020-09-16 21:00:00,853,4.34,3,66.67,1079,3.8,267,7.87,319,8.78,4,0,357,1.12,195,6.15
2020-09-16 22:00:00,734,5.72,2,100,757,5.15,117,11.11,343,8.75, NULL, NULL,212,1.89,169,4.14
2020-09-16 23:00:00,373,6.7,18,5.56,467,4.93,60,15,236,5.93,2,50,161,0.62,131,5.34
2020-09-17 00:00:00,253,11.86,22,27.27,256,7.03,40,10,185,4.86,2,0,91,1.1,72,6.94
2020-09-17 01:00:00,136,7.35,38,21.05,155,8.39,17,17.65,100,6,2,0,47,0,51,3.92
2020-09-17 02:00:00,95,6.32,15,13.33,82,9.76,11,9.09,85,8.24, NULL, NULL,30,0,33,12.12
2020-09-17 03:00:00,67,5.97,4,0,82,2.44,12,16.67,58,10.34, NULL, NULL,31,9.68,32,3.12
2020-09-17 04:00:00,59,6.78,12,0,88,25,10,0,54,12.96, NULL, NULL,27,3.7,33,12.12
2020-09-17 05:00:00,93,5.38,36,13.89,173,22.54,27,14.81,146,4.11,1,0,58,0,46,2.17
2020-09-17 06:00:00,367,5.45,449,10.91,476,8.4,61,14.75,763,6.29,678,2.95,258,1.94,210,4.29
2020-09-17 07:00:00,1200,3.83,1629,5.34,1309,4.58,541,5.91,1799,3.61,2908,1.38,561,0.36,488,3.69
2020-09-17 08:00:00,1521,3.62,1338,5.61,1464,3.96,777,3.35,1731,2.43,2504,1,559,1.07,505,2.57
2020-09-17 09:00:00,1426,3.02,1189,4.54,1298,6.78,836,2.39,1496,3.61,1968,1.17,558,0.54,447,2.46
2020-09-17 10:00:00,1676,3.16,1132,5.48,1493,4.22,974,2.77,1502,2.86,1865,1.55,538,0.56,441,2.72
2020-09-17 11:00:00,1841,3.97,1166,7.12,1556,3.79,1191,2.35,1442,3.95,1862,1.61,513,0.39,449,2.9
2020-09-17 12:00:00,1936,3.56,1119,6.88,1621,3.21,1215,1.81,1421,3.52,1834,0.93,505,0.4,446,3.59
2020-09-17 13:00:00,1845,3.69,1004,8.07,1481,4.39,1138,3.34,1423,4.29,1299,1.62,547,0.18,436,2.06
2020-09-17 14:00:00,1853,4.05,908,6.94,1489,3.9,1142,2.54,1441,3.82,1176,1.19,514,0.19,430,2.56
2020-09-17 15:00:00,2158,3.66,1057,7.95,1455,3.92,1289,2.64,1430,4.13,1765,1.08,522,0.96,466,3.86
2020-09-17 16:00:00,2220,2.39,993,6.24,1544,3.37,1270,3.23,1410,4.4,1645,1.28,559,0.89,417,3.12
2020-09-17 17:00:00,2537,3,1012,7.91,1874,3.58,1032,5.23,1478,4.33,1584,1.14,564,1.24,470,0.85
2020-09-17 18:00:00,2091,3.78,848,11.56,1690,5.56,290,11.03,1317,4.56,1233,1.95,535,1.12,423,4.49
2020-09-17 19:00:00,1477,4.13,257,18.68,1408,4.26,254,13.78,913,4.38,215,9.77,479,0.63,459,6.54
2020-09-17 20:00:00,1057,5.3,130,24.62,1254,4.55,166,14.46,728,5.49,8,50,436,0.69,411,5.6
2020-09-17 21:00:00,857,5.48,138,20.29,970,5.57,168,14.29,591,5.41,5,0,387,0.52,346,5.78
2020-09-17 22:00:00,559,5.19,145,16.55,667,5.85,74,12.16,438,6.62,5,40,259,1.54,240,3.75
2020-09-17 23:00:00,420,7.86,146,17.12,423,8.27,64,6.25,314,5.73, NULL, NULL,173,2.89,176,4.55
2020-09-18 00:00:00,327,10.09,134,10.45,294,7.48,41,21.95,178,2.81, NULL, NULL,109,3.67,127,6.3
2020-09-18 01:00:00,200,9.5,68,14.71,157,5.1,27,18.52,141,2.13, NULL, NULL,63,3.17,82,4.88
2020-09-18 02:00:00,98,9.18,37,18.92,101,12.87,15,13.33,59,5.08, NULL, NULL,36,0,71,9.86
2020-09-18 03:00:00,82,2.44,36,33.33,89,5.62,15,20,86,4.65, NULL, NULL,34,2.94,44,6.82
