date_time,c31,c31bad,c11,c11bad,c43,c43bad,c13,c13bad,c41,c41bad,c33,c33bad,c23,c23bad,c21,c21bad
2020-06-23 12:00:00,1962,3.57,1350,4.74,853,7.74,1127,3.02,1541,4.02,1999,1.05,524,0.57,649,2.62
2020-06-23 13:00:00,1929,3.11,1263,5.15,815,7.12,1072,4.2,1467,5.04,2004,1.2,469,1.28,711,4.22
2020-06-23 14:00:00,2153,3.53,1270,4.88,636,10.69,969,4.64,1490,5.64,2022,1.04,454,1.76,646,4.18
2020-06-23 15:00:00,2266,3.66,1172,5.63,633,7.42,905,6.41,1444,4.16,1870,1.66,483,1.04,613,4.24
2020-06-23 16:00:00,2713,3.5,1219,5.82,959,7.92,1316,5.4,1490,4.9,1730,0.92,547,0.73,591,5.41
2020-06-23 17:00:00,2756,2.61,1135,6.52,1233,6.65,1364,3.74,1520,4.34,1638,1.95,597,1.01,697,4.16
2020-06-23 18:00:00,2938,3.13,1061,7.07,1197,7.18,1483,3.51,1498,3.94,1628,1.97,542,1.29,637,4.71
2020-06-23 19:00:00,2713,2.06,1015,5.02,1311,7.4,1501,3.33,1358,5.15,1573,1.53,533,1.31,670,4.63
2020-06-23 20:00:00,2136,3.28,1066,4.88,1109,5.95,845,5.68,1231,4.87,1411,1.06,471,1.27,620,2.74
2020-06-23 21:00:00,1280,6.02,909,3.74,571,12.43,152,17.11,1021,4.41,1187,1.1,364,1.65,504,3.57
2020-06-23 22:00:00,564,8.69,453,8.17,171,16.37,72,16.67,555,5.41,825,1.58,248,0.81,325,6.15
2020-06-23 23:00:00,521,7.87,249,8.03,211,9.95,69,8.7,319,4.08,620,1.29,166,3.61,271,6.27
2020-06-24 00:00:00,421,9.74,192,10.42,205,8.78,60,16.67,204,6.86,422,1.9,133,0,137,2.92
2020-06-24 01:00:00,257,10.89,157,7.64,165,12.73,40,20,156,3.85,319,2.82,83,1.2,93,7.53
2020-06-24 02:00:00,156,3.21,86,4.65,113,7.96,20,5,106,8.49,217,3.23,49,4.08,67,10.45
2020-06-24 03:00:00,169,2.96,85,1.18,95,8.42,25,4,91,3.3,177,2.26,33,3.03,55,1.82
2020-06-24 04:00:00,176,6.82,148,2.03,95,9.47,30,20,137,2.19,217,0.92,32,3.12,75,2.67
2020-06-24 05:00:00,207,1.93,191,4.19,114,3.51,38,7.89,180,6.67,254,0.39,55,0,57,1.75
2020-06-24 06:00:00,341,4.4,462,2.6,280,7.86,148,7.43,465,3.44,615,0.98,148,2.03,161,0.62
2020-06-24 07:00:00,670,2.39,891,3.14,558,5.91,412,2.43,999,3.8,1247,1.12,269,0.37,317,2.84
2020-06-24 08:00:00,968,3.1,853,3.17,616,6.17,550,3.64,1050,2.76,1201,1,373,1.07,370,4.32
2020-06-24 09:00:00,1069,3.09,1139,4.83,707,3.96,673,3.27,1167,3.86,1432,0.98,400,0.25,393,3.31
2020-06-24 10:00:00,1214,3.46,1093,3.84,717,7.67,749,4.54,1081,3.79,1358,1.55,372,1.61,393,4.07
2020-06-24 11:00:00,1332,4.43,1172,3.24,651,8.76,847,3.78,1204,4.4,1401,1.43,388,0.77,454,3.52
2020-06-24 12:00:00,1580,3.99,1171,4.18,558,8.24,906,3.97,1216,4.61,1468,1.16,432,0.46,394,3.81
2020-06-24 13:00:00,1643,2.31,1221,5.57,775,8.26,925,2.7,1191,4.2,1526,1.64,395,2.03,401,2.24
2020-06-24 14:00:00,1870,3.53,1264,6.33,912,6.69,1077,3.34,1224,5.8,1548,1.23,432,0.46,427,2.11
2020-06-24 15:00:00,1798,2.95,1208,4.64,1129,4.78,977,5.42,1282,5.77,1585,1.58,414,1.21,409,4.4
2020-06-24 16:00:00,1989,3.72,1157,6.57,1100,3.36,1122,4.9,1197,4.43,1471,0.82,379,2.37,413,2.42
2020-06-24 17:00:00,1966,4.43,1089,6.34,1050,5.62,1053,4.37,1276,4.62,1554,1.74,413,0.24,408,4.66
2020-06-24 18:00:00,1869,3.64,1062,7.82,1023,4.4,1103,5.71,1177,5.95,1535,1.56,409,0.73,402,3.48
2020-06-24 19:00:00,1757,2.62,1042,6.43,946,8.14,1131,4.33,1023,8.21,1466,1.71,433,1.85,388,2.58
2020-06-24 20:00:00,1641,3.53,1099,5.55,998,4.41,609,6.9,1179,5.43,1364,1.17,373,1.07,363,4.41
2020-06-24 21:00:00,1317,3.11,1034,4.84,861,4.07,228,7.89,985,5.28,1251,1.68,322,0.62,374,1.87
2020-06-24 22:00:00,848,6.84,662,8.61,623,7.38,96,9.38,547,6.95,1087,2.12,212,0.94,476,4.83
2020-06-24 23:00:00,521,9.4,278,10.07,495,6.87,113,9.73,329,9.12,614,1.79,224,1.34,259,7.72
2020-06-25 00:00:00,393,10.43,242,9.92,396,7.32,64,14.06,249,8.03,493,0.81,162,1.85,177,7.34
2020-06-25 01:00:00,265,9.43,154,5.19,217,7.37,36,5.56,125,9.6,333,1.8,67,0,94,6.38
2020-06-25 02:00:00,183,7.65,73,8.22,154,8.44,33,12.12,83,10.84,170,0.59,54,0,88,2.27
2020-06-25 03:00:00,143,5.59,73,6.85,67,5.97,11,18.18,55,3.64,127,0,35,5.71,62,8.06
2020-06-25 04:00:00,125,4,143,2.1,79,6.33,18,5.56,121,5.79,178,0.56,35,2.86,44,0
2020-06-25 05:00:00,233,5.58,361,5.54,160,5,82,10.98,232,3.02,383,0.78,69,0,69,1.45
2020-06-25 06:00:00,533,5.82,1174,2.39,485,5.36,305,3.61,1049,3.62,1684,1.43,251,0.4,303,3.96
2020-06-25 07:00:00,983,3.56,1459,3.43,863,6.26,590,2.54,1922,3.9,2697,2.08,570,0.88,616,4.06
2020-06-25 08:00:00,1319,3.79,1479,5.81,160,16.88,683,3.51,1805,3.1,2676,2.17,551,1.81,463,3.24
2020-06-25 09:00:00,1516,4.55,1311,5.49,78,10.26,817,2.2,1618,3.21,2315,1.38,511,0.98,533,6.94
2020-06-25 10:00:00,1691,4.26,1275,3.14,125,14.4,863,3.13,1499,4.27,2047,1.32,464,0.86,524,4.01
2020-06-25 11:00:00,1689,4.74,1171,5.98,680,7.79,986,4.16,1489,6.45,1974,1.57,443,1.13,494,4.86
2020-06-25 12:00:00,1836,3.27,1243,5.31,948,5.59,1134,3.97,1514,5.28,1986,0.86,478,0.84,534,4.68
2020-06-25 13:00:00,1821,3.24,1339,5.75,1052,7.32,1168,3.6,1614,4.58,2160,1.25,434,2.3,514,4.09
2020-06-25 14:00:00,2120,3.35,1285,5.14,1260,6.59,1286,4.12,1566,4.85,2015,1.34,515,0.78,559,5.9
2020-06-25 15:00:00,2260,3.05,1097,5.01,1257,5.81,1271,4.01,1518,4.81,1777,1.07,529,0.95,520,3.46
2020-06-25 16:00:00,2557,4.65,1015,4.83,1471,4.76,1378,3.77,1519,4.02,1599,1.38,480,2.5,589,5.94
2020-06-25 17:00:00,2914,5.11,1101,7.08,1662,4.45,1447,3.59,1563,5.63,1702,1.59,544,1.65,659,3.64
2020-06-25 18:00:00,2842,3.13,1068,5.71,1698,4.59,1705,2.99,1567,4.85,1642,2.07,533,0.94,671,5.07
2020-06-25 19:00:00,2711,3.54,1087,6.62,1460,4.86,1011,5.24,1351,5.26,1522,1.25,526,1.33,673,4.01
2020-06-25 20:00:00,2105,3.94,1029,5.05,1269,6.23,400,11,1313,4.57,1488,1.81,490,0.2,611,1.47
2020-06-25 21:00:00,931,7.95,835,5.27,478,10.46,116,19.83,881,7.38,1045,2.3,338,2.07,440,4.55
2020-06-25 22:00:00,322,7.76,360,11.11,660,8.03,99,12.12,415,11.08,808,2.6,204,1.96,278,5.04
2020-06-25 23:00:00,347,8.07,241,9.13,360,6.11,74,5.41,223,7.17,519,0.77,134,4.48,181,5.52
2020-06-26 00:00:00,340,10.29,186,15.59,308,6.82,68,10.29,167,13.17,377,3.71,92,3.26,140,11.43
2020-06-26 01:00:00,217,7.83,88,10.23,153,7.84,26,3.85,88,7.95,232,3.02,67,7.46,74,4.05
2020-06-26 02:00:00,144,8.33,64,10.94,91,6.59,14,42.86,56,5.36,150,2.67,31,3.23,63,11.11
2020-06-26 03:00:00,88,4.55,75,1.33,71,7.04,20,25,55,1.82,129,2.33,34,5.88,46,4.35
2020-06-26 04:00:00,131,1.53,138,3.62,98,3.06,36,11.11,124,4.03,178,1.69,40,7.5,36,2.78
2020-06-26 05:00:00,224,4.02,286,4.2,144,3.47,144,2.08,244,5.33,362,0.55,46,0,25,4
2020-06-26 06:00:00,505,3.37,1129,3.19,444,5.18,249,7.23,1070,3.46,1675,1.37,263,0.76,280,4.64
2020-06-26 07:00:00,1087,3.68,1529,5.49,923,4.77,508,3.35,1868,3.64,2666,1.35,558,0.72,708,5.37
2020-06-26 08:00:00,1419,3.74,1355,3.62,992,6.05,777,2.32,1943,3.81,2690,1.52,560,0.89,704,3.41
2020-06-26 09:00:00,1554,3.15,1243,4.59,1069,5.24,908,3.19,1691,3.61,2278,1.4,524,1.34,666,2.7
2020-06-26 10:00:00,1678,3.1,1320,5.76,1048,4.96,1017,2.85,1570,4.59,2109,1.66,506,0.99,695,2.45
2020-06-26 11:00:00,1860,5.54,1230,5.2,1082,6.84,1084,3.14,1591,5.28,2024,1.24,501,1.2,686,4.66
2020-06-26 12:00:00,2025,4.4,1124,5.07,1213,6.1,1166,3.34,1565,5.37,1895,1.48,525,0.76,702,4.56
2020-06-26 13:00:00,1961,3.62,1199,3.92,1060,6.51,1138,3.6,1588,4.22,2065,1.21,548,1.09,743,4.31
2020-06-26 14:00:00,2218,4.15,1247,4.89,1359,6.4,1293,3.4,1595,5.14,1960,1.17,561,1.07,743,3.1
2020-06-26 15:00:00,2310,3.46,1153,5.12,1383,5.06,1250,3.36,1504,4.72,1902,1.47,473,0.42,697,4.73
2020-06-26 16:00:00,2680,4.18,1060,8.49,1549,4.58,1466,3.96,1555,4.57,1739,2.47,494,1.21,768,2.86
2020-06-26 17:00:00,2636,3.95,909,4.4,1639,4.64,1312,4.04,1628,5.16,1648,1.27,535,0.75,726,3.99
2020-06-26 18:00:00,2791,3.05,1024,6.74,1600,5,1561,2.56,1490,5.84,1559,1.28,543,0.92,761,3.94
2020-06-26 19:00:00,1909,4.24,787,9.4,931,10.85,1364,2.64,1169,6.07,1430,1.54,446,1.35,674,3.26
2020-06-26 20:00:00,2439,3.03,1097,4.92,1344,4.54,1039,5.97,1318,5.69,1556,0.64,512,1.56,703,3.7
2020-06-26 21:00:00,1615,3.53,1015,5.22,1005,4.38,285,8.42,1051,7.33,1302,1.84,391,0.77,479,1.25
2020-06-26 22:00:00,831,7.34,463,11.88,535,8.22,91,13.19,451,9.76,863,1.51,256,1.56,385,5.97
2020-06-26 23:00:00,412,5.83,219,9.13,438,8.68,91,14.29,285,9.47,629,2.23,173,0,267,4.49
2020-06-27 00:00:00,374,6.42,188,7.45,326,6.13,74,17.57,212,13.68,481,1.87,114,0,181,4.97
2020-06-27 01:00:00,297,6.4,111,8.11,225,6.22,51,19.61,140,10,305,1.97,80,3.75,142,11.97
2020-06-27 02:00:00,224,7.14,110,8.18,173,9.25,42,14.29,133,6.77,234,2.56,71,2.82,109,7.34
2020-06-27 03:00:00,194,5.15,98,6.12,103,9.71,28,10.71,109,8.26,213,2.35,56,1.79,68,4.41
2020-06-27 04:00:00,217,5.53,167,5.39,139,11.51,28,7.14,162,4.32,203,0.99,62,0,66,1.52
2020-06-27 05:00:00,214,1.87,199,2.51,158,3.16,106,2.83,179,2.23,263,1.14,38,2.63,42,4.76
2020-06-27 06:00:00,333,1.5,400,3.5,231,7.36,232,3.02,409,2.93,533,1.88,117,0.85,85,3.53
2020-06-27 07:00:00,563,4.09,733,3.96,208,11.06,378,1.85,705,4.11,922,2.06,229,1.75,182,6.04
2020-06-27 08:00:00,898,3.9,884,6,43,11.63,562,2.67,875,3.54,1124,1.6,312,0.96,344,4.65
2020-06-27 09:00:00,1183,3.13,1071,3.73,135,11.85,737,3.26,1133,4.15,1395,1.65,335,0.9,456,1.97
2020-06-27 10:00:00,1520,3.22,1156,3.11,554,5.6,900,2.89,1188,3.54,1520,1.38,364,0,430,3.02
2020-06-27 11:00:00,1839,3.48,1267,3.16,915,5.79,1130,2.65,1349,3.04,1725,1.16,400,0.75,407,2.46
2020-06-27 12:00:00,1987,3.27,1303,5.07,1043,6.33,1239,2.91,1349,4,1662,1.62,449,1.78,422,3.08
2020-06-27 13:00:00,1980,3.43,1350,5.04,1062,5.46,1279,2.89,1383,3.4,1756,1.31,423,1.18,413,2.91
2020-06-27 14:00:00,1979,2.68,1438,4.38,1064,6.58,1261,2.46,1306,3.98,1743,0.92,437,0.46,423,2.84
2020-06-27 15:00:00,1976,3.24,1305,5.21,986,5.07,1218,3.94,1289,3.65,1618,1.48,424,1.42,340,1.76
2020-06-27 16:00:00,1879,3.03,1160,4.48,1011,5.44,1100,3.55,1262,3.8,1475,1.15,385,1.3,365,2.74
2020-06-27 17:00:00,1731,2.95,1187,3.29,950,4.95,1058,4.16,1140,5.35,1421,1.83,361,1.66,330,2.73
2020-06-27 18:00:00,1673,3.11,1142,4.29,956,6.28,1027,4.28,1116,4.12,1384,1.16,351,0.57,324,2.78
2020-06-27 19:00:00,1486,3.7,1149,3.92,878,5.47,723,4.98,1036,5.21,1325,1.51,343,0.58,302,2.65
2020-06-27 20:00:00,1465,4.23,1119,4.11,857,5.6,439,6.61,1045,4.59,1278,1.02,383,0.78,317,2.84
2020-06-27 21:00:00,642,9.97,918,4.9,254,14.17,87,13.79,734,5.31,1094,1.65,288,2.08,249,4.42
2020-06-27 22:00:00,462,10.17,363,8.82,371,7.28,75,6.67,439,7.97,779,2.95,201,0.5,252,4.37
2020-06-27 23:00:00,392,7.91,276,10.51,299,9.36,88,13.64,296,8.78,642,1.87,165,0.61,208,3.85
2020-06-28 00:00:00,333,11.41,221,6.33,255,7.45,73,19.18,201,8.96,439,2.51,104,0,140,7.14
2020-06-28 01:00:00,146,7.53,128,5.47,183,6.56,39,5.13,205,6.34,349,1.43,88,1.14,112,4.46
2020-06-28 02:00:00,29,10.34,85,7.06,130,10,30,6.67,93,6.45,228,1.75,48,2.08,81,17.28
2020-06-28 03:00:00,19,15.79,63,6.35,98,13.27,9,0,95,4.21,188,1.6,41,0,50,4
2020-06-28 04:00:00,49,14.29,80,5,20,10,3,0,97,7.22,152,3.29,40,0,48,2.08
2020-06-28 05:00:00,48,4.17,144,4.86,4,50,1,0,125,4.8,213,2.35,35,0,48,6.25
2020-06-28 06:00:00,210,6.19,291,3.44,44,18.18,24,20.83,235,5.96,365,1.1,78,1.28,83,3.61
2020-06-28 07:00:00,406,6.9,510,3.92,71,11.27,110,14.55,453,1.99,627,0.64,151,1.99,120,1.67
2020-06-28 08:00:00,602,6.31,521,4.03,123,8.94,230,8.7,535,2.8,667,1.5,178,0.56,139,1.44
2020-06-28 09:00:00,764,2.75,754,3.58,374,5.88,511,3.33,682,2.35,920,1.09,217,0,220,4.09
2020-06-28 10:00:00,968,3.93,870,4.02,584,5.65,630,1.59,807,4.09,1028,2.04,253,0,271,4.8
2020-06-28 11:00:00,1154,3.03,1011,3.07,824,6.55,785,3.31,951,3.68,1197,1.42,298,0.67,368,2.72
2020-06-28 12:00:00,1364,3.23,1191,4.28,947,5.28,676,9.17,889,4.95,1315,1.6,184,0,465,4.95
2020-06-28 13:00:00,1444,4.09,1166,4.89,1042,5.28,579,6.74,976,4.51,1372,1.68,191,3.14,536,5.41
2020-06-28 14:00:00,1585,3.85,1246,4.41,1071,5.6,952,3.57,1097,4.74,1541,1.62,414,1.21,571,3.68
2020-06-28 15:00:00,1564,5.69,976,4.82,1057,5.2,745,5.37,818,6.48,1378,2.18,320,1.88,530,3.96
2020-06-28 16:00:00,1634,3.55,1093,4.21,1184,4.9,968,4.34,1050,4.67,1513,1.12,400,0.5,559,2.86
2020-06-28 17:00:00,1536,3.97,1083,5.26,1142,5.78,848,3.42,1049,4.67,1541,1.88,387,0.52,601,3.83
2020-06-28 18:00:00,1579,4.88,1065,4.51,1087,6.53,631,6.18,943,6.15,1420,2.18,366,0.27,536,4.48
2020-06-28 19:00:00,1491,4.23,891,5.84,1005,5.97,497,6.64,778,4.37,1301,1.46,350,1.43,391,4.09
2020-06-28 20:00:00,1012,8.1,653,7.35,865,7.75,217,12.9,616,8.12,1076,1.67,357,1.12,377,2.92
2020-06-28 21:00:00,344,10.47,403,9.43,628,8.12,139,12.95,500,10.6,840,2.86,303,0.66,310,3.87
2020-06-28 22:00:00,120,10,131,14.5,555,6.13,94,10.64,308,8.77,644,2.02,174,0,260,5
2020-06-28 23:00:00,136,8.82,132,10.61,418,4.07,60,16.67,262,8.4,458,2.4,141,0,201,4.48
2020-06-29 00:00:00,94,10.64,100,11,232,10.34,44,15.91,160,8.75,325,2.46,77,1.3,129,6.2
2020-06-29 01:00:00,54,9.26,81,17.28,151,5.96,21,9.52,106,6.6,178,0.56,64,4.69,68,2.94
2020-06-29 02:00:00,38,2.63,39,7.69,107,10.28,27,11.11,57,12.28,141,2.84,30,0,48,4.17
2020-06-29 03:00:00,38,15.79,36,2.78,69,2.9,18,22.22,43,4.65,94,8.51,34,0,32,0
2020-06-29 04:00:00,69,20.29,101,3.96,42,16.67,16,6.25,65,10.77,104,1.92,33,6.06,45,8.89
2020-06-29 05:00:00,217,6.45,267,3.75,135,5.19,37,16.22,154,8.44,339,1.18,49,2.04,55,0
2020-06-29 06:00:00,473,4.23,1088,3.77,492,5.69,90,6.67,509,6.68,1624,0.99,207,2.42,288,4.86
2020-06-29 07:00:00,1075,4,1432,3.07,1060,6.79,500,3.8,1470,5.17,2611,1.46,502,1,574,7.32
2020-06-29 08:00:00,1309,3.36,1329,3.69,1131,7.25,711,2.81,1787,3.69,2644,1.44,577,1.21,528,7.2
2020-06-29 09:00:00,1509,1.92,1340,4.78,1209,4.88,896,3.01,1594,4.64,2261,1.77,515,0.78,518,4.83
2020-06-29 10:00:00,1580,3.42,1219,3.69,1069,6.45,988,2.73,1405,4.84,1977,1.47,500,0.6,497,6.04
2020-06-29 11:00:00,1808,3.6,1274,4.32,1197,5.1,1119,2.59,1484,5.53,2004,1.05,503,0.8,493,4.46
2020-06-29 12:00:00,1922,2.91,1164,3.61,1317,5.69,1178,3.4,1510,4.3,1983,1.87,506,0.2,513,4.68
2020-06-29 13:00:00,1976,2.88,1189,4.12,1148,5.84,1213,3.05,1519,4.81,2052,1.41,493,1.22,429,3.03
2020-06-29 14:00:00,2055,3.45,1307,4.44,1308,6.19,1274,2.51,1510,3.44,1932,1.76,544,0.92,480,2.71
2020-06-29 15:00:00,2188,2.93,1191,5.29,1169,4.96,1310,2.06,1471,4.96,1850,1.84,481,1.46,445,3.6
2020-06-29 16:00:00,2648,3.1,1192,5.37,1439,4.03,1409,3.19,1544,6.09,1760,2.1,521,2.11,454,2.64
2020-06-29 17:00:00,2777,3.6,1105,4.52,1569,4.84,1454,3.3,1587,4.28,1716,1.63,563,0.71,485,3.3
2020-06-29 18:00:00,2900,2.86,1094,4.39,1641,5,1683,2.55,1531,5.88,1641,1.34,555,1.98,466,2.36
2020-06-29 19:00:00,2584,2.9,1105,6.33,1406,5.33,1381,4.34,1278,4.38,1446,1.52,519,0.58,432,2.55
2020-06-29 20:00:00,2020,2.77,1084,6.37,1198,5.09,452,8.63,1198,5.43,1425,0.84,425,0.24,415,3.37
2020-06-29 21:00:00,1217,5.92,844,6.16,765,8.1,215,15.35,876,6.16,1093,1.74,335,0.6,288,3.12
2020-06-29 22:00:00,670,6.42,388,9.02,418,9.09,71,16.9,513,8.38,755,1.85,229,3.49,298,5.37
2020-06-29 23:00:00,404,9.41,216,8.8,381,7.35,55,16.36,298,6.04,539,1.67,161,3.73,211,5.21
2020-06-30 00:00:00,349,8.31,120,2.5,235,4.26,52,5.77,180,8.33,335,1.79,105,1.9,131,9.16
2020-06-30 01:00:00,222,9.46,72,6.94,166,8.43,32,6.25,121,9.92,191,1.05,66,1.52,87,3.45
2020-06-30 02:00:00,148,12.84,60,8.33,111,12.61,14,14.29,78,3.85,170,3.53,46,0,43,6.98
2020-06-30 03:00:00,114,7.89,65,7.69,49,2.04,18,16.67,61,8.2,122,1.64,22,0,48,4.17
2020-06-30 04:00:00,104,2.88,141,2.13,63,3.17,17,11.76,91,4.4,171,2.34,29,0,35,2.86
2020-06-30 05:00:00,241,4.15,252,2.38,147,4.08,151,5.3,229,3.06,369,0.54,46,4.35,23,8.7
2020-06-30 06:00:00,569,5.27,1114,2.51,333,9.31,315,2.22,1026,2.44,1699,1.82,278,1.44,109,7.34
2020-06-30 07:00:00,1136,3.61,1477,4.27,231,9.52,606,2.81,1831,3.33,2691,2.86,574,0.7,327,4.89
2020-06-30 08:00:00,1474,3.66,1356,3.91,453,7.28,798,2.38,1774,4,2732,1.28,516,1.36,461,4.56
2020-06-30 09:00:00,1543,2.59,1284,4.98,700,6.14,905,3.09,1686,4.33,2399,1.13,528,0.76,449,3.12
2020-06-30 10:00:00,1631,3.62,1305,4.83,864,4.75,1002,2.3,1537,3.97,2183,1.74,522,1.53,469,1.92
2020-06-30 11:00:00,1831,2.02,1246,4.09,1105,6.88,1221,2.78,1529,4.97,2059,1.17,516,0.97,472,3.6
2020-06-30 12:00:00,1973,4.56,1223,4.82,995,6.13,1132,3.62,1546,4.72,2039,0.78,535,0.93,463,2.16
2020-06-30 13:00:00,1983,4.64,1316,5.09,734,7.49,893,4.82,1527,5.17,2065,0.77,486,0.41,450,2.67
2020-06-30 14:00:00,2168,3.37,1262,4.83,959,6.15,1133,4.32,1565,4.73,1937,1.29,500,0.8,453,2.65
2020-06-30 15:00:00,2270,3.22,1151,6.08,1170,5.04,1389,2.38,1481,4.39,1857,2.15,519,0.58,462,3.25
2020-06-30 16:00:00,2678,3.14,1247,6.42,1559,6.09,1588,2.9,1573,4.96,1788,1.45,558,0.36,504,4.56
2020-06-30 17:00:00,2893,3.42,1142,8.32,1645,4.5,1560,2.56,1619,5.44,1693,1.12,583,1.03,493,3.65
2020-06-30 18:00:00,2873,2.37,1128,5.32,1506,4.32,1525,3.08,1549,4.84,1626,1.6,539,1.3,488,5.12
2020-06-30 19:00:00,2821,3.19,1077,6.69,1484,5.86,1483,3.57,1402,4.64,1539,1.69,528,1.14,470,2.34
2020-06-30 20:00:00,2410,4.32,1094,5.58,1160,7.41,561,8.56,1393,4.59,1565,1.47,515,1.17,464,3.66
2020-06-30 21:00:00,1014,7.79,934,3.75,560,9.64,160,14.37,1037,6.85,1213,1.15,385,1.56,383,4.7
2020-06-30 22:00:00,592,8.45,476,9.66,457,8.32,98,13.27,539,7.61,942,2.23,274,1.46,331,6.04
2020-06-30 23:00:00,473,10.15,255,7.06,293,7.17,88,17.05,306,9.15,596,1.85,161,1.86,204,5.88
2020-07-01 00:00:00,363,8.82,161,8.7,264,4.92,64,12.5,241,8.71,429,2.1,126,1.59,161,3.11
2020-07-01 01:00:00,248,7.66,128,6.25,213,6.57,52,15.38,119,3.36,303,2.31,92,1.09,112,4.46
2020-07-01 02:00:00,204,9.8,88,5.68,132,10.61,26,11.54,88,11.36,197,2.54,49,0,67,7.46
2020-07-01 03:00:00,196,6.63,73,10.96,101,6.93,24,8.33,91,2.2,157,3.18,39,0,49,4.08
2020-07-01 04:00:00,136,2.94,143,1.4,82,12.2,25,4,114,1.75,183,0.55,35,2.86,48,0
2020-07-01 05:00:00,220,3.18,208,1.44,141,3.55,45,4.44,175,4,262,0,69,0,74,6.76
2020-07-01 06:00:00,372,3.76,477,1.47,336,6.55,199,5.03,446,1.79,627,1.44,153,0.65,171,8.77
2020-07-01 07:00:00,648,2.62,802,3.99,572,5.94,418,3.11,899,4.12,1140,1.58,311,0,264,3.79
2020-07-01 08:00:00,976,2.97,953,2.62,743,6.46,648,2.01,1045,3.73,1348,1.63,353,0.85,312,2.56
2020-07-01 09:00:00,1161,3.36,1095,4.11,604,7.28,757,2.64,1186,3.12,1524,1.57,368,0,338,3.55
2020-07-01 10:00:00,1460,3.01,1247,4.65,753,6.91,1002,3.09,1269,3.39,1589,1.01,393,0.51,371,2.7
2020-07-01 11:00:00,1739,2.88,1334,3.15,672,8.18,1102,3.36,1390,3.67,1740,1.21,478,0.21,398,3.02
2020-07-01 12:00:00,1949,2.62,1380,4.78,701,8.84,1274,3.61,1397,4.87,1853,1.3,492,0.41,421,2.61
2020-07-01 13:00:00,2016,2.98,1300,3.69,784,6.76,1209,3.72,1432,3.77,1836,1.58,522,0.77,424,1.42
2020-07-01 14:00:00,2077,3.08,1328,5.42,1143,5.51,1323,2.95,1354,4.43,1800,1.22,535,0.56,449,3.79
2020-07-01 15:00:00,2109,3.22,1202,5.16,1287,5.98,1235,3.56,1421,4.01,1802,1.5,475,0.84,427,1.41
2020-07-01 16:00:00,2059,2.57,1219,5.5,1086,6.17,1192,4.11,1309,4.51,1701,1.23,463,0.65,456,2.19
2020-07-01 17:00:00,2020,4.41,1053,6.46,1156,5.45,989,5.06,1469,4.7,1656,1.81,452,1.11,431,3.25
2020-07-01 18:00:00,1900,3.37,1218,4.76,955,7.23,1019,4.61,1339,4.56,1676,1.73,406,0.99,396,4.55
2020-07-01 19:00:00,1792,2.79,1181,5.84,1164,7.13,903,5.09,1239,4.52,1577,1.14,399,0.75,411,3.16
2020-07-01 20:00:00,1759,3.18,1146,6.46,902,7.32,371,10.78,1199,5.25,1422,1.62,426,1.41,353,2.27
2020-07-01 21:00:00,1399,3.93,934,3.96,740,9.05,206,11.17,1013,5.82,1195,1.34,360,1.67,286,1.4
2020-07-01 22:00:00,857,7.23,504,9.13,428,10.51,90,12.22,566,7.77,887,2.48,242,1.24,306,5.88
2020-07-01 23:00:00,403,5.21,249,11.24,419,8.35,76,5.26,337,9.79,635,2.68,210,0.48,268,4.48
2020-07-02 00:00:00,307,7.82,177,6.21,267,11.61,45,11.11,196,6.12,439,4.33,126,0,153,5.23
2020-07-02 01:00:00,257,6.61,103,9.71,154,9.74,35,14.29,108,4.63,255,1.96,69,2.9,109,5.5
2020-07-02 02:00:00,175,8,53,7.55,112,8.04,19,5.26,71,11.27,159,5.03,39,0,61,11.48
2020-07-02 03:00:00,139,8.63,83,8.43,42,4.76,27,11.11,82,4.88,173,4.05,46,0,43,6.98
2020-07-02 04:00:00,135,1.48,131,1.53,95,6.32,23,26.09,116,1.72,185,2.16,26,3.85,58,6.9
2020-07-02 05:00:00,239,3.35,279,1.79,129,5.43,155,3.23,243,2.47,407,1.47,54,5.56,21,9.52
2020-07-02 06:00:00,573,5.93,1127,2.4,276,6.88,288,4.86,1037,3.28,1643,1.64,278,1.44,118,6.78
2020-07-02 07:00:00,1097,3.46,1524,4.13,74,9.46,565,3.89,1880,3.19,2647,3.32,552,0.72,240,9.58
2020-07-02 08:00:00,1404,3.7,1433,6.21, NULL, NULL,740,2.43,1852,3.13,2685,1.56,543,0.37,396,4.8
2020-07-02 09:00:00,1511,3.64,1354,5.76, NULL, NULL,758,3.56,1595,3.26,2297,1.44,547,1.28,396,5.81
2020-07-02 10:00:00,1597,5.26,1186,4.72,4,25,614,6.19,1509,4.31,2073,1.35,514,1.36,411,3.41
2020-07-02 11:00:00,1624,4.74,1205,3.4,9,33.33,519,7.32,1457,4.19,1980,1.31,483,2.48,356,3.93
2020-07-02 12:00:00,1770,4.97,1198,3.42,50,16,437,10.98,1414,5.87,1897,1.48,503,0.8,380,6.58
2020-07-02 13:00:00,1862,3.97,1249,4.4,8,25,143,11.89,1462,6.36,2029,1.68,478,0.21,391,7.42
2020-07-02 14:00:00,2063,4.22,1207,5.05,56,12.5,338,10.06,1481,5.94,1980,2.22,417,0.96,322,5.28
2020-07-02 15:00:00,2193,4.2,1106,5.42,74,9.46,310,10,1434,6.14,1820,2.36,351,1.14,377,6.37
